"TYPE","UPDATE","SIZE1","SIZE2","INTRARATE1","INTRARATE2","INTERRATE1","INTERRATE2","CONTRARIAN1","CONTRARIAN2","PREM","POSTM","TIME","DELAY","CURRENT_MICRO_H","CURRENT_MACRO_H","NEXT_MICRO_H","NEXT_MACRO_H","MICRO_I","MACRO_I","CURRENT_I","NEXT_I"
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,0,3.446639751158890,2.544197507453808,3.446639751158890,2.544197507453808,3.446639751158890,2.544197507453808,2.544197507453808,2.544197507453808
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,1,3.446639751158890,2.544197507453808,3.573946158069839,2.698053646716827,1.907208592128224,1.226543313426727,2.544197507453808,2.698053646716827
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,2,3.446639751158890,2.544197507453808,3.665029480138519,2.815764357869297,1.310376064967906,0.831449512668735,2.544197507453808,2.815764357869297
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,3,3.446639751158890,2.544197507453808,3.730950386538384,2.908267625804953,0.995472139421479,0.646682646821691,2.544197507453808,2.908267625804953
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,4,3.446639751158890,2.544197507453808,3.777826158262183,2.981537192699911,0.796434162684569,0.537831545735756,2.544197507453808,2.981537192699911
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,5,3.446639751158890,2.544197507453808,3.809498539605829,3.039281251192291,0.658759971208617,0.465028759079657,2.544197507453808,3.039281251192291
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,6,3.446639751158890,2.544197507453808,3.828613193209527,3.084034559436368,0.558682125562328,0.412585541505775,2.544197507453808,3.084034559436369
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,7,3.446639751158890,2.544197507453808,3.837138895481945,3.117679523876634,0.483614306984189,0.372936090209348,2.544197507453808,3.117679523876634
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,8,3.446639751158890,2.544197507453808,3.836632889238558,3.141709297437036,0.426013059540299,0.341891305216416,2.544197507453808,3.141709297437036
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,9,3.446639751158890,2.544197507453808,3.828381019905885,3.157364413683542,0.381006481551114,0.316915957223297,2.544197507453808,3.157364413683542
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,10,3.446639751158890,2.544197507453808,3.813474654780370,3.165706155300732,0.345293692230014,0.296379237440660,2.544197507453808,3.165706155300732
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,11,3.446639751158890,2.544197507453808,3.792855353944084,3.167658068260509,0.316561965713427,0.279183145560108,2.544197507453808,3.167658068260509
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,12,3.446639751158890,2.544197507453808,3.767342859244579,3.164031304229455,0.293150061448729,0.264561351902274,2.544197507453808,3.164031304229454
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,13,3.446639751158890,2.544197507453808,3.737654234265998,3.155541607798456,0.273841523230380,0.251963117709568,2.544197507453808,3.155541607798456
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,14,3.446639751158890,2.544197507453808,3.704418107498936,3.142821837950761,0.257731810647741,0.240982842249706,2.544197507453808,3.142821837950762
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,15,3.446639751158890,2.544197507453808,3.668186025281816,3.126431957819115,0.244139797143704,0.231315529328904,2.544197507453808,3.126431957819115
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,16,3.446639751158890,2.544197507453808,3.629441945177361,3.106867455653725,0.232547138099488,0.222727680454287,2.544197507453808,3.106867455653725
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,17,3.446639751158890,2.544197507453808,3.588610410816504,3.084566679816527,0.222555778384812,0.215037726415917,2.544197507453808,3.084566679816527
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,18,3.446639751158890,2.544197507453808,3.546063704084560,3.059917335621859,0.213857609843422,0.208102545261649,2.544197507453808,3.059917335621859
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,19,3.446639751158890,2.544197507453808,3.502128148452092,3.033262278999229,0.206212461229362,0.201807968571341,2.544197507453808,3.033262278999228
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,20,3.446639751158890,2.544197507453808,3.457089676942558,3.004904689471064,0.199431916881272,0.196061962397007,2.544197507453808,3.004904689471064
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,21,3.446639751158890,2.544197507453808,3.411198748533248,2.975112681660887,0.193367282512406,0.190789639715175,2.544197507453808,2.975112681660886
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,22,3.446639751158890,2.544197507453808,3.364674681875786,2.944123404804026,0.187900545575094,0.185929551504809,2.544197507453808,2.944123404804026
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,23,3.446639751158890,2.544197507453808,3.317709467121231,2.912146675749035,0.182937526250625,0.181430886874285,2.544197507453808,2.912146675749035
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,24,3.446639751158890,2.544197507453808,3.270471111416907,2.879368188981656,0.178402649437077,0.177251330733300,2.544197507453808,2.879368188981655
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,25,3.446639751158890,2.544197507453808,3.223106569466319,2.845952345602251,0.174234928410731,0.173355404892306,2.544197507453808,2.845952345602251
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,26,3.446639751158890,2.544197507453808,3.175744306625998,2.812044741298811,0.170384862254854,0.169713170013269,2.544197507453808,2.812044741298810
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,27,3.446639751158890,2.544197507453808,3.128496538088289,2.777774351029148,0.166812027727696,0.166299200696551,2.544197507453808,2.777774351029148
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,28,3.446639751158890,2.544197507453808,3.081461183737790,2.743255445420026,0.163483202414848,0.163091769929851,2.544197507453808,2.743255445420026
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,29,3.446639751158890,2.544197507453808,3.034723574335451,2.708589270943871,0.160370896676646,0.160072195820180,2.544197507453808,2.708589270943871
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,30,3.446639751158890,2.544197507453808,2.988357940864410,2.673865522889196,0.157452201684926,0.157224315352246,2.544197507453808,2.673865522889196
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,31,3.446639751158890,2.544197507453808,2.942428715243028,2.639163637121308,0.154707882890087,0.154534058417757,2.544197507453808,2.639163637121308
"COMPACT_MODEL","EDGES",8,0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,"MACRO_MS","MACRO_MS",0,32,3.446639751158890,2.544197507453808,2.896991667229993,2.604553923727776,0.152121664736086,0.151989101565929,2.544197507453808,2.604553923727776
